,channel,number_subscribers,action,date
1380,НаКал КаНал,51,упомянул запись,"21 Nov 2023, 13:29"
1381,Смотрим кино с психологом,174,упомянул канал,"21 Nov 2023, 12:47"
1382,Смотрим кино с психологом,174,репостнул запись,"21 Nov 2023, 12:47"
1383,Новости кино,50,упомянул канал,"21 Nov 2023, 12:17"
1384,Обсуждаем фильмы. Поиском кино не занимаемся,1370,репостнул запись,"21 Nov 2023, 12:17"
1385,Обсуждаем фильмы. Поиском кино не занимаемся,1370,репостнул запись,"21 Nov 2023, 12:13"
1386,НаКал КаНал,51,упомянул запись,"21 Nov 2023, 10:31"
1387,Новости кино,50,упомянул канал,"21 Nov 2023, 10:10"
1388,Обсуждаем фильмы. Поиском кино не занимаемся,1370,репостнул запись,"21 Nov 2023, 10:10"
1389,FOMOTEKA,6476,упомянул запись,"21 Nov 2023, 08:30"
1390,ВИЧКА News,389,репостнул запись,"21 Nov 2023, 04:40"
1391,НаКал КаНал,51,упомянул запись,"20 Nov 2023, 21:25"
1392,Новости кино,50,упомянул канал,"20 Nov 2023, 21:03"
1393,Обсуждаем фильмы. Поиском кино не занимаемся,1373,упомянул канал,"20 Nov 2023, 21:03"
1394,Обсуждаем фильмы. Поиском кино не занимаемся,1373,репостнул запись,"20 Nov 2023, 21:03"
1395,НаКал КаНал,51,упомянул запись,"20 Nov 2023, 20:04"
1396,Обсуждаем фильмы. Поиском кино не занимаемся,1373,репостнул запись,"20 Nov 2023, 19:33"
1397,Новости кино,50,упомянул канал,"20 Nov 2023, 19:33"
1398,НаКал КаНал,51,упомянул запись,"20 Nov 2023, 19:11"
1399,#КатяПовараЖена,291,репостнул запись,"20 Nov 2023, 19:04"
1400,Easy Reader,62,репостнул запись,"20 Nov 2023, 18:34"
1401,Кинопоиск | Игры,22193,упомянул запись,"20 Nov 2023, 17:59"
1402,Новости кино,50,упомянул канал,"20 Nov 2023, 17:59"
1403,Обсуждаем фильмы. Поиском кино не занимаемся,1372,репостнул запись,"20 Nov 2023, 17:59"
1404,Обсуждаем фильмы. Поиском кино не занимаемся,1371,репостнул запись,"20 Nov 2023, 16:15"
1405,Новости кино,50,упомянул канал,"20 Nov 2023, 16:15"
1406,Маратканов САМИЗДАТ,121,упомянул канал,"20 Nov 2023, 16:15"
1407,Маратканов САМИЗДАТ,121,репостнул запись,"20 Nov 2023, 16:15"
1408,Новости кино,50,упомянул канал,"20 Nov 2023, 15:12"
1409,Обсуждаем фильмы. Поиском кино не занимаемся,1370,репостнул запись,"20 Nov 2023, 15:12"
1410,Смотрим кино с психологом,200,репостнул запись,"20 Nov 2023, 14:42"
1411,Будни Гладиатора,645,репостнул запись,"20 Nov 2023, 14:37"
1412,ФК «Спартак-Москва»,132328,репостнул запись,"20 Nov 2023, 14:18"
1413,Новости кино,50,упомянул канал,"20 Nov 2023, 14:12"
1414,Обсуждаем фильмы. Поиском кино не занимаемся,1369,упомянул канал,"20 Nov 2023, 14:12"
1415,Новости кино,50,упомянул канал,"20 Nov 2023, 11:31"
1416,Обсуждаем фильмы. Поиском кино не занимаемся,1368,упомянул канал,"20 Nov 2023, 11:31"
1417,Обсуждаем фильмы. Поиском кино не занимаемся,1368,репостнул запись,"20 Nov 2023, 11:31"
1418,Смотрим кино с психологом,200,репостнул запись,"20 Nov 2023, 11:11"
1419,Batters Promo Music | BPM,3862,упомянул канал,"20 Nov 2023, 10:21"
1420,ВИЧКА News,389,репостнул запись,"20 Nov 2023, 10:11"
1421,Новости кино,50,упомянул канал,"20 Nov 2023, 10:02"
1422,Обсуждаем фильмы. Поиском кино не занимаемся,1365,репостнул запись,"20 Nov 2023, 10:01"
1423,Устройства Sber с ассистентом Салют,9026,упомянул канал,"19 Nov 2023, 23:57"
1424,500 дней Даулета,58,упомянул канал,"19 Nov 2023, 23:27"
1425,Новости кино,50,упомянул канал,"19 Nov 2023, 21:02"
1426,Обсуждаем фильмы. Поиском кино не занимаемся,1368,упомянул канал,"19 Nov 2023, 21:02"
1427,Обсуждаем фильмы. Поиском кино не занимаемся,1369,репостнул запись,"19 Nov 2023, 20:01"
1428,Новости кино,50,упомянул канал,"19 Nov 2023, 20:01"
1429,Квизы!Всякие!Разные!,170,репостнул запись,"19 Nov 2023, 18:41"
1430,супер8,23198,упомянул канал,"19 Nov 2023, 18:38"
1431,Новости кино,50,упомянул канал,"19 Nov 2023, 18:02"
1432,Обсуждаем фильмы. Поиском кино не занимаемся,1370,репостнул запись,"19 Nov 2023, 18:02"
1433,Parables,51,репостнул запись,"19 Nov 2023, 16:53"
1434,Павел Дроздов,1053,репостнул запись,"19 Nov 2023, 16:03"
1435,Обсуждаем фильмы. Поиском кино не занимаемся,1372,репостнул запись,"19 Nov 2023, 16:01"
1436,Новости кино,50,упомянул канал,"19 Nov 2023, 16:01"
1437,РуАниме | DEEP (аниме х манга х дорамы),11566,репостнул запись,"19 Nov 2023, 14:04"
1438,Новости кино,50,упомянул канал,"19 Nov 2023, 14:00"
1439,Обсуждаем фильмы. Поиском кино не занимаемся,1373,репостнул запись,"19 Nov 2023, 14:00"
1440,Ксения_hpcard2021,368,упомянул канал,"19 Nov 2023, 12:28"
1441,Новости кино,50,упомянул канал,"19 Nov 2023, 12:00"
1442,Обсуждаем фильмы. Поиском кино не занимаемся,1372,репостнул запись,"19 Nov 2023, 12:00"
1443,убежище химбиотария,115,упомянул канал,"18 Nov 2023, 22:36"
1444,Новости кино,50,упомянул канал,"18 Nov 2023, 21:34"
1445,Обсуждаем фильмы. Поиском кино не занимаемся,1373,упомянул канал,"18 Nov 2023, 21:34"
1446,Обсуждаем фильмы. Поиском кино не занимаемся,1374,репостнул запись,"18 Nov 2023, 18:30"
1447,Новости кино,50,упомянул канал,"18 Nov 2023, 18:30"
1448,Cinemapan 🎬,726,упомянул канал,"18 Nov 2023, 17:43"
1449,Смотрим кино с психологом,205,упомянул канал,"18 Nov 2023, 17:07"
1450,Обсуждаем фильмы. Поиском кино не занимаемся,1375,репостнул запись,"18 Nov 2023, 17:04"
1451,Обсуждаем фильмы. Поиском кино не занимаемся,1375,упомянул канал,"18 Nov 2023, 17:04"
1452,Обсуждаем фильмы. Поиском кино не занимаемся,1374,репостнул запись,"18 Nov 2023, 16:17"
1453,Новости кино,50,упомянул канал,"18 Nov 2023, 16:17"
1454,Обсуждаем фильмы. Поиском кино не занимаемся,1374,упомянул канал,"18 Nov 2023, 14:03"
1455,Новости кино,50,упомянул канал,"18 Nov 2023, 14:03"
1456,Сай-фай ревью (SFR),394,репостнул запись,"18 Nov 2023, 12:20"
1457,CathShow |Кино и сериалы,408,упомянул канал,"18 Nov 2023, 12:05"
1458,CathShow |Кино и сериалы,408,репостнул запись,"18 Nov 2023, 12:05"
1459,Новости кино,50,упомянул канал,"18 Nov 2023, 12:04"
1460,Обсуждаем фильмы. Поиском кино не занимаемся,1375,репостнул запись,"18 Nov 2023, 12:03"
1461,Новости кино,50,упомянул канал,"18 Nov 2023, 10:02"
1462,Обсуждаем фильмы. Поиском кино не занимаемся,1375,упомянул канал,"18 Nov 2023, 10:01"
1463,НаКал КаНал,52,упомянул запись,"17 Nov 2023, 23:45"
1464,Плюс by Кинопоиск,104035,репостнул запись,"17 Nov 2023, 23:05"
1465,кsю live 📸,63,упомянул канал,"17 Nov 2023, 22:34"
1466,Обсуждаем фильмы. Поиском кино не занимаемся,1377,репостнул запись,"17 Nov 2023, 22:33"
1467,НаКал КаНал,52,упомянул запись,"17 Nov 2023, 22:29"
1468,НаКал КаНал,52,упомянул запись,"17 Nov 2023, 22:29"
1469,НаКал КаНал,52,упомянул запись,"17 Nov 2023, 22:29"
1470,Новости кино,50,упомянул канал,"17 Nov 2023, 21:37"
1471,Обсуждаем фильмы. Поиском кино не занимаемся,1377,упомянул канал,"17 Nov 2023, 21:37"
1472,Новости кино,50,упомянул канал,"17 Nov 2023, 20:18"
1473,Обсуждаем фильмы. Поиском кино не занимаемся,1376,упомянул канал,"17 Nov 2023, 20:18"
1474,Новости кино,50,упомянул канал,"17 Nov 2023, 18:54"
1475,Обсуждаем фильмы. Поиском кино не занимаемся,1376,репостнул запись,"17 Nov 2023, 18:53"
1476,НаКал КаНал,52,упомянул запись,"17 Nov 2023, 18:28"
1477,Обсуждаем фильмы. Поиском кино не занимаемся,1376,репостнул запись,"17 Nov 2023, 17:40"
1478,Новости кино,50,упомянул канал,"17 Nov 2023, 17:40"
